Title,Subtitle,Author,Author Gender,Country,Original Language,Translator,Publication Year,Pages,ISBN,Cover URL,Fiction / Non-fiction,Primary Genre,Secondary Genre,Subgenre,Audience,Series,Series Name,Series Number,Standalone,Themes,Mood / Reading Experience,,Search Tags,Female Author,Female Protagonist,Women Focus,Collections,Recommendation Occasion,Reading Level,Similar Books,One-line Recommendation,Short Description,Instagram Hook,Instagram Post Topic,Best Posting Month,Chapters.Aur.Chai Rating,Read Status,Date Read,Format Read,Owned,Wishlist,Awards,Bestseller,Adaptation,BookTok Popular,Bookstagram Popular
The Queen's Secret,,Melissa de la Cruz,Female,United States,English,,2020,320,,,Fiction,Fantasy,Young Adult Fantasy,Court Fantasy,Young Adult,Yes,Queen's Secret Saga,2,No,Magic; Loyalty; Power,Fast-paced; Adventurous,Hidden Identity,YA Fantasy; Royal Intrigue,Yes,Yes,Primary,YA Fantasy,Fantasy Recommendation,Beginner,The Queen's Assassin; Red Queen,A magical royal fantasy filled with secrets and rebellion.,A princess discovers dangerous truths that could reshape her kingdom.,Every queen has a secret worth killing for.,Underrated YA Fantasy Books,October,,,,,Yes,No,No,Moderate,Moderate,,
The Queen's Assassin,,Melissa de la Cruz,Female,United States,English,,2020,400,,,Fiction,Fantasy,Young Adult Fantasy,Court Fantasy,Young Adult,Yes,Queen's Secret Saga,1,No,Assassins; Magic; Romance,Action-packed; Adventurous,Assassin Romance,YA Fantasy; Assassins,Yes,Yes,Primary,YA Fantasy,Fantasy Recommendation,Beginner,Divine Rivals; The Queen's Secret,"A thrilling blend of court intrigue, romance and assassins.",An assassin and a future queen become unlikely allies.,Would you trust the person sent to kill you?,Assassin Fantasy Books,October,,,,,Yes,Bestseller,No,Moderate,High,,
The Krishna Key,,Ashwin Sanghi,Male,India,English,,2012,432,,,Fiction,Thriller,Mythological Thriller,Conspiracy Thriller,Adult,No,,,Yes,Krishna; Secrets; History,Fast-paced; Suspenseful,Treasure Hunt,Indian Thriller; Krishna,No,No,Secondary,Indian Mythological Thrillers,Thriller Recommendation,Beginner,Chanakya's Chant; The Rozabal Line,A gripping thriller where mythology meets modern conspiracy.,Ashwin Sanghi combines ancient secrets with relentless suspense.,What if Krishna left behind a secret code?,Best Indian Mythological Thrillers,August,,,,,Yes,Bestseller,Film Rights,High,High,,
The Sialkot Saga,,Ashwin Sanghi,Male,India,English,,2016,592,,,Fiction,Historical Fiction,Family Saga,Business Fiction,Adult,No,,,Yes,Partition; Business; Legacy,Epic; Engaging,Multi-generational Story,Indian Historical Fiction,No,No,Secondary,Partition Fiction,Historical Fiction Recommendation,Intermediate,A Fine Balance; The Golden Son,An epic family saga spanning Partition and modern India.,"A sweeping novel of ambition, identity and legacy.",One family. Two nations. Generations of history.,Books on India's Partition,August,,,,,Yes,Bestseller,No,Moderate,High,,
Elektra,,Jennifer Saint,Female,United Kingdom,English,,2022,368,,,Fiction,Mythological Fiction,Greek Mythology,Retelling,Adult,No,,,Yes,Elektra; Clytemnestra; Troy,Emotional; Epic,Multiple Women POV,Greek Mythology; Feminist Retelling,Yes,Yes,Primary,Greek Mythology Retellings,Mythology Recommendation,Beginner,Ariadne; Clytemnestra,A powerful retelling through the women of the Trojan War.,Jennifer Saint gives voice to the women history overlooked.,Was Elektra a heroine or a villain?,Women of Greek Mythology,June,,,,,Yes,Bestseller,No,High,Very High,,
Hekate,,Nikita Gill,Female,United Kingdom,English,,2024,320,,,Fiction,Mythological Fiction,Poetry,Feminist Retelling,Adult,No,,,Yes,Hecate; Magic; Womanhood,Lyrical; Reflective,Goddess Retelling,Greek Mythology; Poetry,Yes,Yes,Primary,Greek Mythology,Mythology Recommendation,Intermediate,Divine Might; Pandora's Jar,A lyrical reimagining of the goddess of magic and crossroads.,Nikita Gill celebrates feminine power through myth and poetry.,Meet the goddess history feared.,Goddesses of Greek Mythology,October,,,,,Yes,Bestseller,No,Moderate,High,,
The Quest,,Wilbur Smith,Male,South Africa,English,,2007,624,,,Fiction,Historical Adventure,Historical Fiction,Ancient Egypt Fiction,Adult,Yes,Ancient Egypt Series,4,No,Adventure; Egypt; Survival,Epic; Action-packed,Quest Narrative,Ancient Egypt; Adventure,No,No,Secondary,Historical Adventure,Adventure Recommendation,Intermediate,River God; Warlock,A grand historical adventure set in ancient Egypt.,"Wilbur Smith delivers action, history and unforgettable landscapes.",Travel back to ancient Egypt through fiction.,Historical Adventure Novels,September,,,,,Yes,Bestseller,No,Moderate,Moderate,,
The Little Coffee Shop of Kabul,,Deborah Rodriguez,Female,United States,English,,2012,320,,,Fiction,Women's Fiction,Contemporary Fiction,International Fiction,Adult,No,,,Yes,Friendship; Afghanistan; Women,Warm; Emotional,Found Family,Afghanistan; Women's Fiction,Yes,Yes,Primary,International Women's Fiction,Emotional Recommendation,Beginner,A Thousand Splendid Suns; The Stationery Shop,A heartwarming story of friendship and resilience in Afghanistan.,Five women find hope inside a tiny Kabul café.,Sometimes healing begins over coffee.,Books Set in Afghanistan,March,,,,,Yes,International Bestseller,No,Moderate,High,,
The Last Knot,,Shabir Ahmad Mir,Male,India,English,,2023,300,,,Fiction,Literary Fiction,Contemporary Fiction,Kashmir Fiction,Adult,No,,,Yes,Kashmir; Memory; Identity,Reflective; Emotional,Family Drama,Kashmiri Literature,No,No,Secondary,Kashmir Literature,Literary Recommendation,Intermediate,Kashmir; The Far Field,A moving story rooted in Kashmir's history and memories.,"An emotional exploration of loss, belonging and identity.",Kashmir through the eyes of its people.,Books Set in Kashmir,August,,,,,Yes,Critically Acclaimed,No,Low,Moderate,,
Rooh,,Manav Kaul,Male,India,Hindi,Various,2020,240,,,Fiction,Literary Fiction,Contemporary Fiction,Short Stories,Adult,No,,,Yes,Loneliness; Love; Human Emotions,Quiet; Reflective,Slice of Life,Hindi Literature,No,No,Secondary,Contemporary Indian Literature,Literary Recommendation,Beginner,Stori; A Bird on My Windowsill,A gentle exploration of human emotions and relationships.,"Manav Kaul writes with simplicity, warmth and introspection.",Some books whisper instead of shout.,Quiet Literary Reads,February,,,,,Yes,Bestseller,No,Moderate,High,,
The Fury,,Alex Michaelides,Male,Cyprus,English,,2024,320,,,Fiction,Psychological Thriller,Mystery,Domestic Thriller,Adult,No,,,Yes,Secrets; Murder; Betrayal,Twisty; Suspenseful,Unreliable Narrator,Thriller; Mystery,No,Yes,Secondary,Psychological Thrillers,Thriller Recommendation,Beginner,Never Lie; The Silent Patient,A twist-filled psychological thriller from Alex Michaelides.,Friends gather on a private island where nothing is what it seems.,Everyone has a version of the truth.,Psychological Thrillers with Twists,October,,,,,Yes,Bestseller,Film Rights,Very High,Very High,,
The Scent of Fallen Stars,,Aishwarya Jha,Female,India,English,,2024,300,,,Fiction,Contemporary Fiction,Literary Fiction,Romance,Adult,No,,,Yes,Love; Dreams; Healing,Emotional; Gentle,Character-driven,Indian Fiction,Yes,Yes,Primary,Indian Contemporary Fiction,Romance Recommendation,Beginner,Promise Me Sunshine; Talking at Night,"A tender novel about healing, love and finding yourself again.",A contemporary story blending romance with emotional growth.,Some scars shine brighter than stars.,Emotional Indian Romance Books,February,,,,,Yes,New Release,No,Moderate,Moderate,,
A Bird on My Windowsill,,Manav Kaul,Male,India,Hindi,Various,2021,200,,,Fiction,Literary Fiction,Essays,Reflective Writing,Adult,No,,,Yes,Everyday Life; Memories,Thoughtful; Gentle,Personal Reflections,Hindi Literature,No,No,Secondary,Literary Essays,Reflective Reading,Beginner,Rooh; Rumi's Little Book of Life,A collection of thoughtful reflections on everyday life.,Manav Kaul captures beauty in ordinary moments.,Slow down and notice the little things.,Books That Feel Like Therapy,January,,,,,Yes,Bestseller,No,Moderate,Moderate,,
The Woman in the Wood,,Lesley Pearse,Female,United Kingdom,English,,2020,432,,,Fiction,Historical Fiction,Mystery,Women's Fiction,Adult,No,,,Yes,Secrets; Survival; Family,Emotional; Atmospheric,Hidden Past,Historical Fiction,Yes,Yes,Primary,Historical Mystery,Mystery Recommendation,Intermediate,The Last House on Needless Street; The Innocent Wife,A compelling mystery layered with family secrets.,Lesley Pearse blends historical fiction with emotional suspense.,Some forests never reveal all their secrets.,Historical Mystery Books,October,,,,,Yes,Bestseller,No,Moderate,Moderate,,
The Time Traveler's Wife,,Audrey Niffenegger,Female,United States,English,,2003,560,,,Fiction,Romance,Science Fiction,Time Travel Romance,Adult,No,,,Yes,Love; Time; Fate,Emotional; Bittersweet,Time Travel Romance,Romance; Sci-Fi,Yes,Yes,Primary,Time Travel Romance,Romance Recommendation,Intermediate,The Seven Year Slip; Before the Coffee Gets Cold,One of the most unforgettable love stories ever written.,A timeless romance where love survives impossible circumstances.,What if love couldn't follow time?,Best Time Travel Romance Books,February,,,,,Yes,International Bestseller,Film & TV Adaptations,Very High,Very High,,
The Innocent Wife,,Amy Lloyd,Female,United Kingdom,English,,2018,352,,,Fiction,Psychological Thriller,Crime Fiction,Domestic Thriller,Adult,No,,,Yes,Marriage; Secrets; Crime,Dark; Suspenseful,True Crime Connection,Thriller,Yes,Yes,Primary,Psychological Thrillers,Thriller Recommendation,Beginner,Rock Paper Scissors; Gone Girl,A chilling thriller about obsession and dangerous truths.,A woman marries a man convicted of murder—then doubts everything.,Would you marry someone accused of murder?,Domestic Thrillers,October,,,,,Yes,Bestseller,No,High,High,,
Harem,,Barbara Nadel,Female,United Kingdom,English,,2012,432,,,Fiction,Historical Fiction,Women's Fiction,Ottoman Fiction,Adult,No,,,Yes,Women; Empire; Survival,Rich; Atmospheric,Historical Drama,Ottoman History,Yes,No,Secondary,International Crime Fiction,Crime Recommendation,Intermediate,The Widows of Malabar Hill; The Devotion of Suspect X,A richly atmospheric detective novel set in Turkey.,Barbara Nadel combines mystery with cultural depth.,Crime fiction with an unforgettable setting.,International Detective Fiction,September,,,,,Yes,Award-winning Series,No,Low,Moderate,,
Brida,,Paulo Coelho,Male,Brazil,Portuguese,Various,1990,272,,,Fiction,Spiritual Fiction,Magical Realism,Philosophical Fiction,Adult,No,,,Yes,Destiny; Love; Spirituality,Reflective; Mystical,Spiritual Journey,Paulo Coelho,No,Yes,Secondary,Spiritual Fiction,Spiritual Recommendation,Beginner,The Alchemist; Autobiography of a Yogi,"A philosophical novel about destiny, love and self-discovery.",Paulo Coelho blends spirituality with magical realism.,Sometimes the greatest journey is inward.,Paulo Coelho Books Ranked,January,,,,,Yes,International Bestseller,No,High,Very High,,
A Perilous Pal,,Laura Bradford,Female,United States,English,,2023,288,,,Fiction,Cozy Mystery,Mystery,Small-town Mystery,Adult,Yes,Amish Mystery Series,Multiple,No,Friendship; Mystery,Cozy; Light,Amateur Sleuth,Cozy Mystery,Yes,Yes,Primary,Cozy Mysteries,Cozy Mystery Recommendation,Beginner,The Proof Is in the Poison; Finlay Donovan Is Killing It,A charming mystery filled with friendship and amateur sleuthing.,A cozy whodunit perfect for light mystery lovers.,Cozy mysteries are the perfect comfort reads.,Cozy Mystery Recommendations,November,,,,,Yes,Series Favorite,No,Moderate,Moderate,,
The Proof Is in the Poison,,Diane Kelly,Female,United States,English,,2021,304,,,Fiction,Cozy Mystery,Crime Fiction,Culinary Mystery,Adult,Yes,House-Flipper Mystery,5,No,Mystery; Community,Light; Entertaining,Amateur Detective,Cozy Mystery,Yes,Yes,Primary,Cozy Mysteries,Cozy Mystery Recommendation,Beginner,A Perilous Pal; Arsenic and Adobo,A fun and witty mystery with plenty of laughs.,Diane Kelly delivers another entertaining amateur sleuth adventure.,Murder has never been this cozy.,Best Cozy Mystery Series,November,,,,,Yes,Series Bestseller,No,Moderate,Moderate,,
Bleachers,,John Grisham,Male,United States,English,,2003,176,,,Fiction,Contemporary Fiction,Sports Fiction,Small-town Drama,Adult,No,,,Yes,Redemption; Friendship; Nostalgia,Reflective; Emotional,Returning Home,Sports Fiction; John Grisham,No,No,Secondary,Sports Fiction,Emotional Fiction Recommendation,Beginner,A Man Called Ove; Friday Night Lights,A heartfelt novel about second chances and hometown memories.,Former football teammates reunite to confront old regrets and lasting friendships.,Sometimes going home is the hardest journey.,Books About Friendship & Redemption,September,,,,,Yes,Bestseller,No,Low,Moderate,,
Buddha,A Story of Enlightenment,Deepak Chopra,Male,India,English,,2007,336,,,Fiction,Spiritual Fiction,Historical Fiction,Philosophical Fiction,Adult,No,,,Yes,Enlightenment; Compassion; Spirituality,Reflective; Inspirational,Spiritual Journey,Buddha; Spiritual Fiction,No,No,Secondary,Spiritual Fiction,Spiritual Recommendation,Beginner,Siddhartha; Autobiography of a Yogi,A thoughtful fictional retelling of the Buddha's path to enlightenment.,Deepak Chopra reimagines the life of Gautama Buddha with compassion and wisdom.,The journey from prince to enlightened teacher.,Books on Buddha & Spirituality,May,,,,,Yes,International Bestseller,No,High,High,,
Chowringhee,,Sankar,Male,India,Bengali,Arunava Sinha,1962,432,,,Fiction,Literary Fiction,Classic Literature,Bengali Classic,Adult,No,,,Yes,Society; Ambition; Kolkata,Atmospheric; Reflective,Interconnected Lives,Bengali Literature; Kolkata,No,No,Secondary,Indian Literary Classics,Classic Recommendation,Intermediate,City of Djinns; The Great Indian Novel,A timeless portrait of Kolkata through the lives inside a luxury hotel.,"Sankar's Bengali classic captures ambition, love and society in post-independence India.",Every hotel room hides a story.,Bengali Classics Everyone Should Read,June,,,,,Yes,Classic Bestseller,Film Adaptation,Moderate,High,,
The Iliad,,Nick McCarty,Male,United States,English,,2022,320,,,Fiction,Mythological Fiction,Historical Fiction,Greek Mythology Retelling,Adult,No,,,Yes,Trojan War; Honor; Heroism,Epic; Action-packed,War Epic,Greek Mythology,No,No,Secondary,Greek Mythology,Mythology Recommendation,Intermediate,The Song of Achilles; The Odyssey,A modern retelling of one of history's greatest war epics.,The Trojan War comes alive through heroic battles and unforgettable legends.,"Before every myth, there was a war.",Greek Mythology Starter Books,June,,,,,Yes,Modern Retelling,No,Moderate,High,,
My Sister's Keeper,,Jodi Picoult,Female,United States,English,,2004,432,,,Fiction,Contemporary Fiction,Family Drama,Medical Fiction,Adult,No,,,Yes,Family; Ethics; Sacrifice,Emotional; Heartbreaking,Moral Dilemma,Family Fiction,Yes,Yes,Primary,Family Drama,Emotional Read Recommendation,Intermediate,The Fault in Our Stars; Me Before You,"A heartbreaking novel about love, family and impossible choices.","Jodi Picoult explores ethics, sacrifice and what it truly means to love someone.",What would you sacrifice for your family?,Books That Will Make You Cry,February,,,,,Yes,International Bestseller,Film Adaptation,Very High,Very High,,
The Apothecary,,Maile Meloy,Female,United States,English,,2011,368,,,Fiction,Historical Fantasy,Young Adult,Adventure,Young Adult,Yes,The Apothecary Trilogy,1,No,Magic; Cold War; Adventure,Fast-paced; Magical,Secret Mission,YA Fantasy,Yes,Yes,Primary,YA Historical Fantasy,Fantasy Recommendation,Beginner,The Golden Compass; A Deadly Education,A magical Cold War adventure filled with secrets and danger.,A young girl joins an extraordinary quest involving ancient alchemy.,History becomes magical in this unforgettable adventure.,Underrated YA Fantasy,October,,,,,Yes,Award Winner,No,Moderate,Moderate,,
Sea of Poppies,,Amitav Ghosh,Male,India,English,,2008,560,,,Fiction,Historical Fiction,Literary Fiction,Colonial Fiction,Adult,Yes,Ibis Trilogy,1,No,Colonial India; Migration; Opium Trade,Epic; Richly Layered,Ensemble Cast,Indian Historical Fiction,No,Yes,Secondary,Indian Historical Fiction,Historical Fiction Recommendation,Advanced,A Fine Balance; The Covenant of Water,A sweeping historical epic set during the opium trade.,Amitav Ghosh begins the magnificent Ibis Trilogy with unforgettable characters.,One ship. Countless destinies.,Best Indian Historical Fiction,August,,,,,Yes,Booker Prize Shortlisted,No,High,High,,
